,answ,c_count,c_gend,c_pow,dif_cand_disc,dif_disc_both,dif_minus5,dif_plus5,dist,is_punct,same_count,same_gend,t_count,t_gend,target
0,0.0,p,f,N,0.6634133526531162,0.99290707188764,0.8748179995033168,0.8016860912864698,1.0,1.0,1.0,0.0,p,-,они
1,0.0,p,m,A,0.5772539991614994,0.9710500778245257,0.7364355676315998,0.19168735773237966,2.0,1.0,1.0,0.0,p,-,они
2,1.0,p,m,N,0.5804603372197645,0.9446591653963009,0.5432598412095022,0.2994626138819845,3.0,1.0,1.0,0.0,p,-,они
3,0.0,p,m,A,0.6275960808871933,0.9148935735799186,0.4670145832497157,0.2532291143923243,4.0,1.0,1.0,0.0,p,-,они
4,0.0,s,f,N,0.3381364552525488,0.9058003891972429,0.5718862298488634,0.3316045833003415,5.0,1.0,0.0,0.0,p,-,они
5,0.0,-,-,S,0.0,0.9040440435036168,0.6463638079780685,0.3464012835380835,6.0,1.0,0.0,0.0,p,-,они
6,0.0,s,m,N,0.6899639166457006,0.869259123876313,0.6648123476534626,0.35713601912572257,7.0,1.0,0.0,0.0,p,-,они
7,0.0,-,-,S,0.0,0.869259123876313,0.664124894560245,0.36321056526284456,8.0,1.0,0.0,0.0,p,-,они
8,0.0,-,-,V,0.6320908467477157,0.8281495040139109,0.6275256865404519,0.3859362991532349,9.0,1.0,0.0,0.0,p,-,они
9,0.0,-,-,Q,0.0,0.8281495040139109,0.6275256865404519,0.42561064447771957,10.0,1.0,0.0,0.0,p,-,они
10,0.0,s,n,N,0.7382326936832855,0.8135692511797686,0.6015382913222183,0.482285509916327,11.0,1.0,0.0,0.0,p,-,они
11,0.0,-,-,C,0.0,0.7814023746355823,0.6015382913222183,0.514156277747996,12.0,1.0,0.0,0.0,p,-,они
12,0.0,s,f,N,0.7423928402441254,0.7145651608270314,0.5782476883322801,0.526690544294088,13.0,1.0,0.0,0.0,p,-,они
13,0.0,s,m,N,0.7782100650872867,0.6020378205168344,0.41433116758753863,0.5663478465878157,14.0,1.0,0.0,0.0,p,-,они
14,0.0,-,-,Q,0.0,0.6020378205168344,0.41433116758753863,0.5118223650984045,15.0,1.0,0.0,0.0,p,-,они
15,0.0,-,-,C,0.0,0.6020378205168344,0.41433116758753863,0.5118223650984045,16.0,1.0,0.0,0.0,p,-,они
16,0.0,-,-,V,0.0,0.6424856407048711,0.41585673372745013,0.5222055763779341,17.0,1.0,0.0,0.0,p,-,они
17,0.0,-,-,R,0.5445229789511613,0.5769325760276092,0.3500704848057579,0.5222055763779341,18.0,1.0,0.0,0.0,p,-,они
18,0.0,-,-,V,0.0,0.5769325760276092,0.27136674116094395,0.3218488571770889,19.0,1.0,0.0,0.0,p,-,они
19,0.0,-,-,P,0.0,0.6611395660707211,0.27136674116094395,0.11902396517049332,20.0,1.0,0.0,0.0,p,-,они
20,0.0,s,f,P,0.0,0.7053909301771945,0.3924049444018206,0.11902396517049332,21.0,1.0,0.0,0.0,p,-,они
21,0.0,s,f,N,0.45249661033265437,0.6914336465958306,0.32651425016826535,0.11902396517049332,22.0,1.0,0.0,0.0,p,-,они
22,0.0,s,f,A,0.2103669734953064,0.7161874327214126,0.30969170246085265,0.16603551750665335,23.0,1.0,0.0,0.0,p,-,они
23,0.0,s,f,A,-0.13943458090390476,0.7648311763389557,0.4106134564297657,0.2994270202476924,24.0,1.0,0.0,0.0,p,-,они
24,0.0,-,-,S,0.0,0.7570346511178723,0.4106134564297657,0.2580233663919924,25.0,1.0,0.0,0.0,p,-,они
25,0.0,p,m,A,0.0,1.0000000000000002,1.0000000000000009,0.7847809501973847,1.0,0.0,1.0,0.0,p,-,они
26,0.0,-,-,C,0.0,1.0000000000000002,1.0000000000000009,0.7847809501973847,2.0,0.0,0.0,0.0,p,-,они
27,1.0,p,m,N,0.5660303368019284,0.9621143994036946,0.7910181163107772,0.7847809501973847,3.0,1.0,1.0,0.0,p,-,они
28,0.0,-,-,V,0.5537087495512878,0.9034572068123583,0.0,-0.09293668931030764,4.0,1.0,0.0,0.0,p,-,они
29,0.0,-,-,P,0.0,0.847479240334144,0.0,-0.13481303352393892,5.0,1.0,0.0,0.0,p,-,они
30,0.0,-,-,C,0.0,0.7911812573282075,0.0,-0.13481303352393892,6.0,1.0,0.0,0.0,p,-,они
31,0.0,s,-,P,0.0,0.7911812573282075,-0.0016521100526253208,-0.13481303352393892,7.0,1.0,0.0,0.0,p,-,они
32,0.0,-,-,V,0.0,0.7911812573282075,-0.0016521100526253208,-0.13481303352393892,8.0,1.0,0.0,0.0,p,-,они
33,0.0,-,-,R,0.0,0.7911812573282075,0.2963933044476467,-0.12034240923242101,9.0,1.0,0.0,0.0,p,-,они
34,0.0,-,-,R,0.0,0.7370292239392325,0.3198569387829983,0.0,10.0,1.0,0.0,0.0,p,-,они
35,0.0,s,n,P,0.0,0.7199644743947012,0.3198569387829983,0.0,11.0,1.0,0.0,0.0,p,-,они
36,0.0,s,n,A,0.41812483404363154,0.6410652381346647,0.40366805717061066,0.0,12.0,1.0,0.0,0.0,p,-,они
37,0.0,-,-,S,0.0,0.6410652381346647,0.3932305963420984,-0.22986374441879848,13.0,1.0,0.0,0.0,p,-,они
38,0.0,s,f,N,0.684193134940946,0.471583458618937,0.25385297038415733,-0.22986374441879848,14.0,1.0,0.0,0.0,p,-,они
39,0.0,s,f,A,0.5907705329256303,0.26779356172356794,0.1453212419893638,-0.22595765408756968,15.0,1.0,0.0,0.0,p,-,они
40,0.0,-,-,Q,0.0,0.3677427635047854,0.1453212419893638,-0.1973177221810951,16.0,1.0,0.0,0.0,p,-,они
41,0.0,s,f,P,0.0,0.3677427635047854,0.1453212419893638,-0.1973177221810951,17.0,1.0,0.0,0.0,p,-,они
42,0.0,-,-,V,0.24006447104092374,0.29977520396132373,0.1326124955752985,-0.11313703808067516,18.0,1.0,0.0,0.0,p,-,они
43,0.0,s,m,N,0.4222288173684084,0.16318535069645423,0.0,-0.21227937368536773,19.0,1.0,0.0,0.0,p,-,они
44,0.0,-,-,S,0.0,0.16318535069645423,0.006064480023084753,-0.2794816749011526,20.0,1.0,0.0,0.0,p,-,они
45,0.0,-,-,C,0.0,0.2997752090405854,-0.006490651686723366,-0.2946573324344208,21.0,1.0,0.0,0.0,p,-,они
46,0.0,-,-,V,0.0,0.3207390778494656,-0.006490651686723366,-0.2946573324344208,22.0,1.0,0.0,0.0,p,-,они
47,0.0,-,-,V,0.0,0.32303653338108734,-0.006490651686723366,-0.2946573324344208,23.0,1.0,0.0,0.0,p,-,они
48,0.0,s,-,P,0.0,0.32303653338108734,-0.006490651686723366,-0.18124755548655166,24.0,1.0,0.0,0.0,p,-,они
49,0.0,p,n,N,-0.10031101771103443,0.47801089281898035,0.03519196506809953,0.0,25.0,1.0,1.0,0.0,p,-,они
50,0.0,-,-,C,0.0,0.9326666940182449,0.6998515825609608,0.6893309878076054,1.0,0.0,0.0,0.0,s,m,он
51,0.0,-,-,R,0.5761695965593103,0.8570960574270436,0.33306007837755525,0.6893309878076054,2.0,0.0,0.0,0.0,s,m,он
52,0.0,-,-,C,0.0,0.829099674148422,0.30763923603532617,0.8501326107053594,3.0,0.0,0.0,0.0,s,m,он
53,0.0,s,f,N,0.19401415319769227,0.801032120796676,0.06221002714214394,0.5268282038703055,4.0,1.0,1.0,0.0,s,m,он
54,0.0,s,f,P,0.0,0.7706318510042551,0.06221002714214394,0.42551807013963683,5.0,1.0,1.0,0.0,s,m,он
55,0.0,-,-,V,0.35263665023137447,0.6963415502774397,0.07585793774062495,0.45351244515472006,6.0,1.0,0.0,0.0,s,m,он
56,0.0,-,-,R,0.0,0.6797833469278547,0.07585793774062495,0.4127240946837814,7.0,1.0,0.0,0.0,s,m,он
57,1.0,s,m,N,0.3374071918435906,0.6422777125048504,-0.005714397500371376,0.021690436897913307,8.0,1.0,1.0,1.0,s,m,он
58,0.0,-,-,C,0.0,0.6304554606476755,-0.010399006124423234,0.14169086808358494,9.0,1.0,0.0,0.0,s,m,он
59,0.0,-,-,R,0.0,0.6453325815185519,-0.010399006124423234,0.2208945401572306,10.0,1.0,0.0,0.0,s,m,он
60,0.0,s,f,N,0.43327671928657646,0.5956431154252949,-0.013152156606300335,0.2208945401572306,11.0,1.0,1.0,0.0,s,m,он
61,0.0,-,-,S,0.0,0.5956431154252949,-0.013152156606300335,0.25850966281774057,12.0,1.0,0.0,0.0,s,m,он
62,0.0,-,-,R,0.3869147445632619,0.5428814217009652,-0.025878474675756803,0.25850966281774057,13.0,1.0,0.0,0.0,s,m,он
63,0.0,s,m,N,0.519145252824484,0.46231612529893923,-0.02941602808804508,0.16895405202196834,14.0,1.0,1.0,1.0,s,m,он
64,0.0,s,m,A,0.0,0.46231612529893923,-0.02941602808804508,0.1968539017342076,15.0,1.0,1.0,1.0,s,m,он
65,0.0,-,-,S,0.0,0.46231612529893923,0.056999492861882314,0.1968539017342076,16.0,1.0,0.0,0.0,s,m,он
66,0.0,-,-,V,0.0,0.46202345099977227,0.20346451629293527,0.19676147905204835,17.0,1.0,0.0,0.0,s,m,он
67,0.0,s,f,N,0.5087789560699656,0.3959529633192658,0.2532509658579837,0.19676147905204835,18.0,1.0,1.0,0.0,s,m,он
68,0.0,-,-,Q,0.0,0.47429116963735435,0.2532509658579837,0.20693118313967068,19.0,1.0,0.0,0.0,s,m,он
69,0.0,-,-,C,0.0,0.47429116963735435,0.23553709103808435,0.1927087618729871,20.0,1.0,0.0,0.0,s,m,он
70,0.0,s,m,N,0.27384896384477797,0.47609125482823783,0.20630977501327785,0.1927087618729871,21.0,1.0,1.0,1.0,s,m,он
71,0.0,s,n,N,0.18810762264461045,0.47117115107241236,0.10539273972400226,0.22129566401938094,22.0,1.0,1.0,0.0,s,m,он
72,0.0,s,n,A,-0.0343508434119426,0.5104452970972917,0.14230142759445014,0.23578784121640886,23.0,1.0,1.0,0.0,s,m,он
73,0.0,-,-,S,0.0,0.5104452970972917,0.19220549530965594,0.21725310550242213,24.0,1.0,0.0,0.0,s,m,он
74,0.0,p,m,N,0.32896327743475695,0.46796273979852027,0.1957002475080722,0.21725310550242213,25.0,1.0,0.0,1.0,s,m,он
75,0.0,s,m,P,0.0,0.9254942810374494,0.7245445018550081,0.5657992359160853,1.0,0.0,1.0,0.0,s,f,она
76,0.0,-,-,R,0.32629186933717436,0.8845616853246436,0.5347699014841322,-0.056654836355713646,2.0,0.0,0.0,0.0,s,f,она
77,0.0,-,-,C,0.0,0.825605616156692,0.4459975681651699,0.18873005597021963,3.0,0.0,0.0,0.0,s,f,она
78,0.0,-,-,R,0.5173435313860753,0.7555939387981613,0.019103276705016825,0.18873005597021963,4.0,0.0,0.0,0.0,s,f,она
79,0.0,-,-,C,0.0,0.7483860107657765,0.05855170724194625,0.5771994865253529,5.0,0.0,0.0,0.0,s,f,она
80,1.0,s,f,N,0.25432553370444777,0.7016598154864506,0.07858345061625892,0.6612299862309976,6.0,1.0,1.0,1.0,s,f,она
81,0.0,s,f,P,0.0,0.6555195483218205,0.07858345061625892,0.503389086576727,7.0,1.0,1.0,1.0,s,f,она
82,0.0,-,-,V,0.38678903865533654,0.5746349944011369,0.11316124677067221,0.505339106911353,8.0,1.0,0.0,0.0,s,f,она
83,0.0,-,-,R,0.0,0.5663198297945912,0.11316124677067221,0.37680933427185065,9.0,1.0,0.0,0.0,s,f,она
84,0.0,s,m,N,0.37490981681498614,0.5140931665304984,0.15600565961609447,-0.11670927173455382,10.0,1.0,1.0,0.0,s,f,она
85,0.0,-,-,C,0.0,0.5125947497031121,0.14454229064825913,-0.03644107394984997,11.0,1.0,0.0,0.0,s,f,она
86,0.0,-,-,R,0.0,0.5250505173419984,0.14454229064825913,0.037598389012594303,12.0,1.0,0.0,0.0,s,f,она
87,0.0,s,f,N,0.3830352333726236,0.4778920935583325,0.15154980696051543,0.037598389012594303,13.0,1.0,1.0,1.0,s,f,она
88,0.0,-,-,S,0.0,0.4778920935583325,0.15154980696051543,0.2673617892048167,14.0,1.0,0.0,0.0,s,f,она
89,0.0,-,-,R,0.40331090141697945,0.4137301323110921,0.0947283008627071,0.2673617892048167,15.0,1.0,0.0,0.0,s,f,она
90,0.0,s,m,N,0.46574312683421276,0.33640628191342203,0.09890303470516003,0.25398851923286436,16.0,1.0,1.0,0.0,s,f,она
91,0.0,s,m,A,0.0,0.33640628191342203,0.09890303470516003,0.3047197359695163,17.0,1.0,1.0,0.0,s,f,она
92,0.0,-,-,S,0.0,0.33640628191342203,0.14977719796808522,0.3047197359695163,18.0,1.0,0.0,0.0,s,f,она
93,0.0,-,-,V,0.0,0.34443607435812196,0.2248592086514442,0.24231454963393576,19.0,1.0,0.0,0.0,s,f,она
94,0.0,s,f,N,0.2575836811236376,0.32379100381755527,0.22070792750110688,0.24231454963393576,20.0,1.0,1.0,1.0,s,f,она
95,0.0,-,-,Q,0.0,0.39428513091970296,0.22070792750110688,0.4926919167637917,21.0,1.0,0.0,0.0,s,f,она
96,0.0,-,-,C,0.0,0.39428513091970296,0.24907888523404173,0.5666793464828799,22.0,1.0,0.0,0.0,s,f,она
97,0.0,s,m,N,0.12795048759006544,0.4286180659776429,0.22868894716029906,0.5666793464828799,23.0,1.0,1.0,0.0,s,f,она
98,0.0,s,n,N,0.1622156302347842,0.4278621849517948,0.13895517464547513,0.6497893868337354,24.0,1.0,1.0,0.0,s,f,она
99,0.0,s,n,A,0.03630834969679096,0.4316875560521388,0.172551928029042,0.5758768106547698,25.0,1.0,1.0,0.0,s,f,она
100,0.0,-,-,V,0.2996742446254707,0.9378625309641921,0.7755371808546768,1.0000000000000004,1.0,0.0,0.0,0.0,p,-,они
101,0.0,s,m,N,0.2750215978316588,0.8674151016329068,0.6179885935076695,0.4470220705384876,2.0,0.0,0.0,0.0,p,-,они
102,0.0,s,f,N,0.3913115758848659,0.8199150106392112,0.40124206612499164,0.09504754066930826,3.0,1.0,0.0,0.0,p,-,они
103,0.0,s,f,A,0.40143893315149864,0.7990240735316347,0.1435597644929743,0.1141575016424308,4.0,1.0,0.0,0.0,p,-,они
104,1.0,p,m,N,0.4086606197959365,0.7681163646510909,0.21141930380814006,0.10975468159726146,5.0,1.0,1.0,0.0,p,-,они
105,0.0,-,-,V,0.0,0.7607974634011783,0.21141930380814006,0.1172473377961432,6.0,1.0,0.0,0.0,p,-,они
106,0.0,-,-,V,0.0,0.729429961155774,0.21141930380814006,0.10380601302750093,7.0,1.0,0.0,0.0,p,-,они
107,0.0,s,f,N,0.3463547809022868,0.7007777785620363,0.1962701689702332,0.07038244912394451,8.0,1.0,0.0,0.0,p,-,они
108,0.0,-,-,S,0.0,0.6839195558838489,0.18045765291821877,0.005514513819833967,9.0,1.0,0.0,0.0,p,-,они
109,0.0,p,n,N,0.4857424435373363,0.6027690662146485,0.09322393099646457,-0.010294039451885935,10.0,1.0,1.0,0.0,p,-,они
110,0.0,s,-,P,0.0,0.6027690662146485,0.09322393099646457,0.10387243803574325,11.0,1.0,0.0,0.0,p,-,они
111,0.0,-,-,S,0.0,0.598349854366677,0.09322393099646457,0.10387243803574325,12.0,1.0,0.0,0.0,p,-,они
112,0.0,p,m,A,0.4000462849103325,0.5449588260469709,0.12509500679027524,0.10387243803574325,13.0,1.0,1.0,0.0,p,-,они
113,0.0,-,-,R,0.4321045765502547,0.4539022769090586,0.07513744677511212,0.3180787437100517,14.0,1.0,0.0,0.0,p,-,они
114,0.0,s,n,P,0.0,0.4539022769090586,0.07513744677511212,0.40133734244999353,15.0,1.0,0.0,0.0,p,-,они
115,0.0,p,-,P,0.0,0.5165637623247359,0.1295705520217756,0.3473756542248069,16.0,1.0,1.0,0.0,p,-,они
116,0.0,-,-,P,0.0,0.4988043023803821,0.16347211074767473,0.3473756542248069,17.0,1.0,0.0,0.0,p,-,они
117,0.0,-,-,V,0.23246919486593554,0.4090448206902769,0.28660945874420046,0.3473756542248069,18.0,1.0,0.0,0.0,p,-,они
118,0.0,-,-,V,0.0,0.4090448206902769,0.28660945874420046,0.3014552844871117,19.0,1.0,0.0,0.0,p,-,они
119,0.0,-,-,C,0.0,0.4090448206902769,0.28660945874420046,0.030719012701199686,20.0,1.0,0.0,0.0,p,-,они
120,0.0,s,f,N,0.3463547809022868,0.3370214687992328,0.3082509291431423,0.030719012701199686,21.0,1.0,0.0,0.0,p,-,они
121,0.0,s,f,A,0.10931022958938366,0.3506134596773936,0.3006450726753426,-0.028483119773035376,22.0,1.0,0.0,0.0,p,-,они
122,0.0,s,f,A,0.2731131926625371,0.2898325242688905,0.1639774798185789,-0.09559027875855201,23.0,1.0,0.0,0.0,p,-,они
123,0.0,-,-,S,0.0,0.3135594074503337,0.15262007719690954,-0.12010290310191123,24.0,1.0,0.0,0.0,p,-,они
124,0.0,-,-,V,0.0,0.3135594074503337,0.15262007719690954,-0.12010290310191123,25.0,1.0,0.0,0.0,p,-,они
125,0.0,p,f,N,0.23975685506781388,0.9704188130987826,0.4470220705384876,0.9037766792084869,1.0,0.0,1.0,0.0,p,-,они
126,0.0,-,-,V,0.4954726690878763,0.9528973764415876,0.09504754066930826,0.6054845682682609,2.0,0.0,0.0,0.0,p,-,они
127,0.0,-,-,C,0.0,0.9206036385639456,0.1141575010950715,0.3967969676756372,3.0,0.0,0.0,0.0,p,-,они
128,1.0,p,-,P,0.0,0.9206036385639456,0.10975467871663974,0.07045643637981014,4.0,0.0,1.0,0.0,p,-,они
129,0.0,-,-,S,0.0,0.9206036385639456,0.11724733722992337,0.07045643637981014,5.0,0.0,0.0,0.0,p,-,они
130,0.0,-,-,V,0.2614634150115452,0.8585943130783665,0.10380600805091769,0.07045643637981014,6.0,0.0,0.0,0.0,p,-,они
131,0.0,s,m,N,0.25415146252271503,0.7763395505191562,0.07038245053593607,0.3226890861722663,7.0,0.0,0.0,0.0,p,-,они
132,0.0,s,f,N,0.4120452283954006,0.7137468699192753,0.005514514677672382,0.30557097704128977,8.0,1.0,0.0,0.0,p,-,они
133,0.0,s,f,A,0.31690868393084004,0.7041326439645741,-0.010294039451885935,0.2071476422293713,9.0,1.0,0.0,0.0,p,-,они
134,0.0,p,m,N,0.42266035176894773,0.6586011369580558,0.10387243803574325,0.0891488819094939,10.0,1.0,1.0,0.0,p,-,они
135,0.0,-,-,V,0.0,0.6742322568015866,0.10387243803574325,0.15694323976055266,11.0,1.0,0.0,0.0,p,-,они
136,0.0,-,-,V,0.0,0.6499699227673975,0.10387243803574325,-0.027820272773013834,12.0,1.0,0.0,0.0,p,-,они
137,0.0,s,f,N,0.28537997825336076,0.6470326907008446,0.3180787437100517,-0.030476528178983407,13.0,1.0,0.0,0.0,p,-,они
138,0.0,-,-,S,0.0,0.6345800819872859,0.40133734539882415,0.03204255057812064,14.0,1.0,0.0,0.0,p,-,они
139,0.0,p,n,N,0.4824921799894154,0.5512480065555078,0.3473756542248069,0.14434496714627423,15.0,1.0,1.0,0.0,p,-,они
140,0.0,s,-,P,0.0,0.5512480065555078,0.3473756542248069,0.018309487306714792,16.0,1.0,0.0,0.0,p,-,они
141,0.0,-,-,S,0.0,0.5741041375396241,0.3473756542248069,0.018309487306714792,17.0,1.0,0.0,0.0,p,-,они
142,0.0,p,m,A,0.4428499692160683,0.5075815919999209,0.3014552844871117,0.018309487306714792,18.0,1.0,1.0,0.0,p,-,они
143,0.0,-,-,R,0.5288402325266788,0.38843406840715927,0.030719012701199686,0.005818478150818356,19.0,1.0,0.0,0.0,p,-,они
144,0.0,s,n,P,0.0,0.38843406840715927,0.030719012701199686,-0.005681900726864444,20.0,1.0,0.0,0.0,p,-,они
145,0.0,p,-,P,0.0,0.4470484490593744,-0.028483119773035376,0.0007971505428925711,21.0,1.0,1.0,0.0,p,-,они
146,0.0,-,-,P,0.0,0.40623771799689223,-0.09559027742403413,0.0007971505428925711,22.0,1.0,0.0,0.0,p,-,они
147,0.0,-,-,V,-0.02557612932189657,0.36239384415236536,-0.1201029021343974,0.0007971505428925711,23.0,1.0,0.0,0.0,p,-,они
148,0.0,-,-,V,0.0,0.36239384415236536,-0.1201029021343974,0.012671986107882921,24.0,1.0,0.0,0.0,p,-,они
149,0.0,-,-,C,0.0,0.36239384415236536,-0.1201029021343974,0.03661854760151406,25.0,1.0,0.0,0.0,p,-,они
